Date,Close/Last,Volume,Open,High,Low
11/09/2021,51.2475,N/A,52.5534,53.1052,50.3614
11/08/2021,51.9355,N/A,46.935,52.7121,50.3877
11/07/2021,46.9833,N/A,44.9627,47.2583,45.7855
11/06/2021,45.0552,N/A,45.2811,45.2522,44.677
11/05/2021,45.2383,N/A,46.3583,45.6498,44.7916
11/04/2021,46.2691,N/A,47.2359,46.4303,45.4979
11/03/2021,47.2138,N/A,45.7697,47.5069,46.7546
11/02/2021,45.6323,N/A,45.1235,46.42,45.5738
11/01/2021,45.67,N/A,43.41,45.7854,44.8411
10/31/2021,42.7554,N/A,43.7809,45.9187,42.7351
10/30/2021,43.9597,N/A,42.8706,44.4727,42.364
10/29/2021,42.7315,N/A,41.8801,43.3105,42.5758
10/28/2021,41.7744,N/A,39.9948,42.2105,41.0137
10/27/2021,39.8464,N/A,44.5045,40.1448,39.0613
10/26/2021,44.6637,N/A,44.838,44.9201,44.0027
10/25/2021,44.7383,N/A,44.0674,44.8803,44.3443
10/24/2021,44.0885,N/A,44.8886,44.1614,43.4894
10/23/2021,44.9515,N/A,44.3321,45.1085,44.6229
10/22/2021,44.3192,N/A,45.6462,44.474,44.0319
10/21/2021,45.6637,N/A,45.2163,45.8746,44.8461
10/20/2021,45.1706,N/A,42.6344,46.2052,44.7991
10/19/2021,42.7216,N/A,43.4797,42.8909,42.5257
10/18/2021,43.3608,N/A,42.8217,43.5127,42.6047
10/17/2021,42.7751,N/A,44.6103,43.4519,42.7044
10/16/2021,44.608,N/A,44.5755,44.7191,43.7432
10/15/2021,44.6266,N/A,45.1501,45.1532,44.5808
10/14/2021,45.3172,N/A,44.9265,45.4258,43.8115
10/13/2021,44.8733,N/A,44.5375,44.996,44.3684
10/12/2021,44.5804,N/A,43.365,44.7295,43.9521
10/11/2021,43.3855,N/A,46.2838,45.1001,43.0123
10/10/2021,46.1042,N/A,47.6028,46.2397,44.643
10/09/2021,47.5093,N/A,47.2627,48.7209,46.8095
10/08/2021,47.289,N/A,45.8084,47.4119,46.165
10/07/2021,45.6319,N/A,45.5617,46.4017,45.3569
10/06/2021,45.7231,N/A,46.2539,46.3626,44.9035
10/05/2021,46.3845,N/A,43.8896,47.0624,46.1448
10/04/2021,43.7913,N/A,42.6458,44.4468,42.766
10/03/2021,42.6593,N/A,42.6244,44.9546,42.6302
10/02/2021,42.3835,N/A,41.7398,42.9039,41.4106
10/01/2021,41.872,N/A,39.1425,43.1358,41.7677
09/30/2021,38.9098,N/A,38.6226,39.5167,38.8193
09/29/2021,38.5092,N/A,37.0146,38.6257,36.7793
09/28/2021,36.9355,N/A,37.7623,36.953,35.5454
09/27/2021,39.1455,N/A,37.3028,39.9095,38.1792
09/26/2021,39.3528,N/A,37.8568,39.9095,38.1792
09/25/2021,37.9076,N/A,39.8551,39.0787,37.2808
09/24/2021,39.8189,N/A,42.8431,40.4449,39.1135
09/23/2021,42.9736,N/A,43.2361,44.1099,42.8856
09/22/2021,43.1399,N/A,38.6002,43.2356,41.9965
09/21/2021,38.791,N/A,41.0698,39.0378,36.5821
09/20/2021,41.1901,N/A,44.7649,41.6843,38.6761
09/19/2021,44.8994,N/A,48.9994,48.2085,44.522
09/18/2021,49.1632,N/A,49.2289,49.7096,48.6807
09/17/2021,49.1066,N/A,50.7585,49.1516,48.0992
09/16/2021,50.4334,N/A,51.4744,50.7986,49.8451
09/15/2021,51.3531,N/A,51.0545,53.0766,50.8875
09/14/2021,51.031,N/A,49.6917,52.3144,50.9122
09/13/2021,49.8155,N/A,48.6004,50.9638,47.9053
09/12/2021,49.2141,N/A,48.9749,51.7407,48.6335
09/11/2021,48.9151,N/A,47.852,49.3621,47.6046
09/10/2021,47.5314,N/A,52.5122,49.2637,47.2634
09/09/2021,52.5593,N/A,48.9352,52.9688,50.5321
09/08/2021,48.7777,N/A,49.5836,49.9086,48.271
09/07/2021,49.7761,N/A,62.6091,51.3927,48.8602
09/06/2021,62.667,N/A,64.64,64.2357,62.3492
09/05/2021,60.9542,N/A,58.561,61.3482,57.5405
09/04/2021,59.4342,N/A,57.8476,61.3482,57.5405
09/03/2021,57.8456,N/A,55.5045,58.4988,57.0296
09/02/2021,55.3671,N/A,55.0937,55.6301,54.0572
09/01/2021,54.9981,N/A,51.389,56.1499,54.4247
08/31/2021,51.2419,N/A,52.4876,52.2656,50.2783
08/30/2021,52.4591,N/A,52.8346,52.5149,51.001
08/29/2021,52.7401,N/A,54.3053,54.544,52.5167
08/28/2021,54.2285,N/A,54.24,57.0656,54.0306
08/27/2021,54.2565,N/A,50.1108,56.0922,54.2565
08/26/2021,52.5488,N/A,53.1155,58.8635,52.3017
08/25/2021,54.7308,N/A,55.6189,58.8635,54.4951
08/24/2021,55.7358,N/A,60.4488,56.863,55.3963
08/23/2021,60.4084,N/A,56.4315,62.8983,59.248
08/22/2021,56.2566,N/A,55.3702,56.3841,55.0408
08/21/2021,55.2357,N/A,56.1222,56.4541,55.0606
08/20/2021,56.2526,N/A,55.2202,56.5334,55.0867
08/19/2021,55.2388,N/A,50.0854,56.2276,54.0649
08/18/2021,50.235,N/A,50.9709,52.3155,50.0482
08/17/2021,50.7854,N/A,56.7221,52.4385,48.657
08/16/2021,56.8107,N/A,57.5359,57.6906,53.7464
08/15/2021,57.7046,N/A,54.4273,59.5209,57.6023
08/14/2021,54.8783,N/A,54.9095,55.9975,54.5738
08/13/2021,54.739,N/A,49.1424,57.0165,53.9301
08/12/2021,49.2994,N/A,51.2853,49.5277,48.0109
08/11/2021,51.7644,N/A,48.1861,52.8396,48.6183
08/10/2021,48.1755,N/A,45.965,49.2204,46.7059
08/09/2021,45.9147,N/A,44.5523,46.7333,45.6315
08/08/2021,44.5701,N/A,46.586,45.5706,43.4695
08/07/2021,46.6115,N/A,45.6775,48.1291,45.8464
08/06/2021,45.6338,N/A,43.1958,45.899,44.0719
08/05/2021,43.1048,N/A,43.6026,44.2132,43.1046
08/04/2021,43.639,N/A,41.6861,43.9181,42.9653
08/03/2021,41.9111,N/A,42.4542,42.0163,40.9734
08/02/2021,42.2852,N/A,44.3748,43.8395,42.2259
08/01/2021,44.2595,N/A,45.6988,46.317,41.1828
07/31/2021,45.5458,N/A,43.6122,45.8213,44.3125
07/30/2021,43.7693,N/A,35.8262,46.203,40.5273
07/29/2021,35.8905,N/A,33.8256,36.694,35.2332
07/28/2021,33.8431,N/A,33.8599,34.5263,33.5737
07/27/2021,33.872,N/A,31.5856,34.5827,33.2646
07/26/2021,31.94,N/A,32.8909,32.8006,31.3878
07/25/2021,33.1834,N/A,30.4264,33.2903,30.5722
07/24/2021,30.3767,N/A,29.4275,30.3908,29.89
07/23/2021,29.6966,N/A,29.3634,29.7847,29.145
07/22/2021,29.3063,N/A,27.7729,29.6959,28.7375
07/21/2021,27.7792,N/A,26.1778,28.2001,27.3719
07/20/2021,26.1546,N/A,25.5495,26.2234,25.2501
07/19/2021,25.5769,N/A,29.4221,28.1921,25.4023
07/18/2021,29.492,N/A,30.4247,29.8853,29.0799
07/17/2021,30.4028,N/A,29.1759,30.7402,29.5594
07/16/2021,29.2128,N/A,31.5672,30.3372,28.9811
07/15/2021,31.5896,N/A,32.2436,31.8688,30.867
07/14/2021,32.2801,N/A,31.1586,33.2388,32.2415
07/13/2021,31.0991,N/A,33.8029,33.5742,31.0976
07/12/2021,33.8527,N/A,34.7047,34.1518,33.4069
07/11/2021,34.7427,N/A,33.6762,34.7743,33.9302
07/10/2021,33.7906,N/A,34.2695,34.3798,33.7566
07/09/2021,34.3683,N/A,33.5636,35.4253,34.1181
07/08/2021,33.5411,N/A,35.5759,33.6779,32.9456
07/07/2021,35.6375,N/A,37.5763,37.0025,35.3194
07/06/2021,37.5272,N/A,36.9062,37.5514,36.4971
07/05/2021,36.8265,N/A,36.6736,36.9186,35.9353
07/04/2021,36.5367,N/A,36.9552,37.5306,36.5031
07/03/2021,36.9822,N/A,34.428,37.5311,34.9818
07/02/2021,35.5776,N/A,33.536,35.5776,34.9818
07/01/2021,33.4574,N/A,34.5621,34.8203,33.42
06/30/2021,34.7883,N/A,34.9668,36.6578,34.652
06/29/2021,35.3072,N/A,34.924,37.768,34.9945
06/28/2021,34.9269,N/A,31.0232,35.0053,33.0211
06/27/2021,31.0689,N/A,31.9729,32.003,30.9331
06/26/2021,31.9981,N/A,31.9559,32.3639,30.8238
06/25/2021,32.0711,N/A,35.5159,32.4288,31.0672
06/24/2021,35.346,N/A,32.5421,35.8945,34.5172
06/23/2021,32.1964,N/A,33.6751,33.8752,31.5657
06/22/2021,33.5427,N/A,33.9123,34.2337,28.6837
06/21/2021,33.9704,N/A,42.4563,34.3166,30.4844
06/20/2021,42.5469,N/A,44.3386,44.9025,42.5434
06/19/2021,44.3556,N/A,44.652,44.6338,43.6033
06/18/2021,44.5904,N/A,47.7051,45.6765,44.5131
