Date,Close/Last,Volume,Open,High,Low
06/12/2021,4.7393,N/A,4.6778,4.8935,4.7238
06/11/2021,4.6233,N/A,5.0273,4.9188,4.5925
06/10/2021,5.0218,N/A,5.3082,5.1297,4.9043
06/09/2021,5.3244,N/A,4.8496,5.4419,5.3078
06/08/2021,4.8628,N/A,4.9143,5.0683,4.786
06/07/2021,4.9408,N/A,5.9372,5.2525,4.7928
06/06/2021,5.9107,N/A,5.8561,5.9672,5.8076
06/05/2021,5.8429,N/A,6.132,5.8799,5.7153
06/04/2021,6.0972,N/A,6.1708,6.1803,5.9728
06/03/2021,6.1962,N/A,6.3183,6.5395,6.0408
06/02/2021,6.3457,N/A,6.213,6.4058,6.2346
06/01/2021,6.2797,N/A,6.44,6.3553,6.1296
05/31/2021,6.3771,N/A,5.8458,6.7467,6.3453
05/30/2021,5.8022,N/A,5.884,6.1487,5.7499
05/29/2021,5.8874,N/A,6.6851,6.0253,5.5561
05/28/2021,6.6354,N/A,6.8117,6.7953,6.1008
05/27/2021,6.7766,N/A,6.2566,7.0558,6.6265
05/26/2021,6.1868,N/A,6.1517,6.7489,6.0812
05/25/2021,6.1201,N/A,5.5924,6.1334,5.5454
05/24/2021,5.5343,N/A,4.3862,5.9935,5.3634
05/23/2021,4.4136,N/A,5.153,4.5019,4.1752
05/22/2021,5.1255,N/A,5.3776,5.3177,4.9897
05/21/2021,5.4047,N/A,6.5462,5.6637,5.3214
05/20/2021,6.561,N/A,5.9435,6.9082,6.509
05/19/2021,5.9086,N/A,8.4002,6.0778,5.1312
05/18/2021,8.4491,N/A,9.4436,9.4754,8.2297
05/17/2021,9.4484,N/A,8.7646,9.5548,8.9887
05/16/2021,8.8869,N/A,10.6437,10.1217,8.6713
05/15/2021,10.5721,N/A,11.1576,10.7522,10.1676
05/14/2021,11.1977,N/A,10.7086,11.6701,10.9607
05/13/2021,10.8454,N/A,10.9522,11.4774,10.5429
05/12/2021,10.7743,N/A,13.6201,11.1068,9.5187
05/11/2021,13.7208,N/A,8.9938,14.8866,13.6513
05/10/2021,9.032,N/A,10.7251,9.5075,8.7934
05/09/2021,10.6678,N/A,10.2507,10.8202,10.2138
05/08/2021,10.4699,N/A,11.1165,11.0945,10.1231
05/07/2021,10.9147,N/A,11.6586,11.1594,10.0092
05/06/2021,11.8407,N/A,9.2012,13.2074,11.1672
05/05/2021,9.1987,N/A,7.2241,9.4615,8.6064
