Date,Close/Last,Volume,Open,High,Low
05/20/2021,1.30778,N/A,1.17548,1.35982,1.29557
05/19/2021,1.1627,N/A,1.709,1.18514,1.01097
05/18/2021,1.71935,N/A,1.88448,1.90394,1.70941
05/17/2021,1.88381,N/A,1.78939,1.89487,1.83238
05/16/2021,1.80864,N/A,1.95639,1.99614,1.77772
05/15/2021,1.94386,N/A,1.92563,1.94419,1.83374
05/14/2021,1.92953,N/A,1.90773,1.95949,1.9001
05/13/2021,1.9189,N/A,1.8326,1.98213,1.9087
05/12/2021,1.80992,N/A,2.14877,1.8609,1.67717
05/11/2021,2.14776,N/A,1.96692,2.14776,2.094
05/10/2021,1.97174,N/A,2.27202,2.04716,1.9408
05/09/2021,2.277,N/A,2.06939,2.29062,2.23844
05/08/2021,2.1212,N/A,2.2225,2.15822,2.112
05/07/2021,2.2211,N/A,2.13699,2.227,2.13033
05/06/2021,2.14495,N/A,2.04423,2.28661,2.09154
05/05/2021,2.04035,N/A,1.96188,2.04447,1.98553
05/04/2021,1.94153,N/A,1.92967,1.94163,1.87645
05/03/2021,1.92878,N/A,2.12673,2.08589,1.89789
05/02/2021,2.12536,N/A,2.02226,2.12865,2.03514
05/01/2021,2.02564,N/A,2.13527,2.11404,2.01815
04/30/2021,2.13484,N/A,2.07318,2.1449,2.08607
04/29/2021,2.07825,N/A,2.12003,2.09521,2.04213
04/28/2021,2.11058,N/A,2.17035,2.18546,2.10953
04/27/2021,2.19961,N/A,1.99962,2.28851,2.16863
04/26/2021,1.99398,N/A,1.83202,2.00822,1.94334
04/25/2021,1.82582,N/A,1.65623,1.84108,1.61319
04/24/2021,1.65645,N/A,1.77766,1.73858,1.65504
04/23/2021,1.78436,N/A,1.76994,1.86677,1.7089
04/22/2021,1.74611,N/A,2.02666,1.84547,1.53656
04/21/2021,2.02022,N/A,2.13572,2.10552,1.99952
04/20/2021,2.14468,N/A,1.95137,2.2281,2.12462
04/19/2021,1.94821,N/A,2.40816,2.09439,1.84421
04/18/2021,2.42909,N/A,1.8198,2.44816,2.24109
04/17/2021,1.7019,N/A,2.47483,2.35606,1.58093
04/16/2021,2.47788,N/A,2.33977,2.60566,2.47667
04/15/2021,2.31551,N/A,2.12342,2.31872,2.15298
04/14/2021,2.12297,N/A,2.17216,2.12306,2.08117
04/13/2021,2.17585,N/A,2.00823,2.22966,2.14043
04/12/2021,2.00202,N/A,2.02725,2.04455,1.99491
04/11/2021,2.0295,N/A,2.09819,2.09681,2.01438
04/10/2021,2.10553,N/A,1.90855,2.14589,2.06473
04/09/2021,1.9079,N/A,1.93219,1.93564,1.86036
04/08/2021,1.93179,N/A,1.7042,2.00086,1.87796
